DEPARTAMENTO,MUNICIPIO,DISTRITO,ESTABLECIMIENTO,ESTABLECIMIENTO_NORM,DIRECCION,DIRECCION_NORM,TELEFONO,TELEFONO_ESTD,TELEFONOS_LIST,CODIGO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,PORCENTAJE_FALTANTE,CLAVE_BLOQUEO
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,INSTITUTO SANTA MARIA DEL NUEVO EXODO,SANTA MARIA DEL NUEVO EXODO,"CALLEJON LA TORRE ZONA 2, KM.2 7.5 CARRETERA INTERAMERICANA",CALLEJON LA TORRE ZONA 2 KILOMETRO 2 7 5 CARRETERA INTERAMERICANA,47068818,47068818,47068818,03-08-0060-46,ROSALBINA SISIMIT PEREN DE SOCOP,EDUARDO CRISTIÁN AGUIRRE OESTMANN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|SANTA MARIA DEL |CALLEJON LA 
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,CENTRO EDUCATIVO TECNOLOGICO BLESSING,TECNOLOGICO BLESSING,"1A. AVE. 4-00 Y 4-00 ""A"" CASCO URBANO ZONA 1","1A AVE 4 00 Y 4 00 ""A"" CASCO URBANO ZONA 1",59878781,59878781,59878781,03-08-0064-46,ROSALBINA SISIMIT PEREN DE SOCOP,JESSICA LIZETH ALVAREZ AVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA|NOCTURNA|VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|TECNOLOGICO BLES|1A AVE 4 00 
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,TECNOLOGICO DON BOSCO,TECNOLOGICO DON BOSCO,KM. 29.8 AUTOPISTA SAN LUCAS RUTA CHIMALTENANGO,KILOMETRO 29 8 AUTOPISTA SAN LUCAS RUTA CHIMALTENANGO,78307464,78307464,78307464,03-08-1005-46,ROSALBINA SISIMIT PEREN DE SOCOP,ANA BEATRIZ DE LEÓN GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|TECNOLOGICO DON |KILOMETRO 29
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,TECNOLOGICO INDUSTRIAL MIXTO  ANDRE AMPERE,TECNOLOGICO INDUSTRIAL ANDRE AMPERE,"7A. AVENIDA 3-21, CASCO URBANO ZONA 1",SÉPTIMA AVENIDA 3 21 CASCO URBANO ZONA 1,51389983,51389983,"51389983,78301646,79656382",03-08-1411-46,ROSALBINA SISIMIT PEREN DE SOCOP,CINDY FERNANDA FLORES GARRIDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|TECNOLOGICO INDU|SÉPTIMA AVEN
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,COLEGIO MIXTO TEZULUTLAN,TEZULUTLAN,1A. AVENIDA 6A. CALLE 1-80 ZONA 1,1A AVENIDA 6A CALLE 1 80 ZONA 1,43242498,43242498,43242498,03-08-0054-46,ROSALBINA SISIMIT PEREN DE SOCOP,JESSICA LIZETH ALVAREZ AVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA|VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|TEZULUTLAN|1A AVENIDA 6
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,COLEGIO MIXTO TEZULUTLAN,TEZULUTLAN,1A. AVENIDA Y 6A. CALLE 1-80 ZONA 1,1A AVENIDA Y 6A CALLE 1 80 ZONA 1,43242498,43242498,43242498,03-08-0019-46,ROSALBINA SISIMIT PEREN DE SOCOP,JESSICA LIZETH ALVAREZ AVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|TEZULUTLAN|1A AVENIDA Y
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,COLEGIO VALLE AMERICANO,VALLE AMERICANO,LOTE 11 GRANJA LAS AMERICAS JARDINES DE SAN LUCAS 4,LOTE 11 GRANJA LAS AMERICAS JARDINES DE SAN LUCAS 4,78301515,78301515,78301515,03-08-0017-46,ROSALBINA SISIMIT PEREN DE SOCOP,BRENDA LORENA CABRERA SARAVIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|VALLE AMERICANO|LOTE 11 GRAN
SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,03-005,COLEGIO VALLE AMERICANO,VALLE AMERICANO,"LOTE II, GRANJA LAS AMERICAS, JARDINES DE SAN LUCAS IV",LOTE II GRANJA LAS AMERICAS JARDINES DE SAN LUCAS IV,78301515,78301515,78301515,03-08-0039-46,ROSALBINA SISIMIT PEREN DE SOCOP,BRENDA LORENA CABRERA SARAVIA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,0.0,SAN LUCAS SACATEPEQU|VALLE AMERICANO|LOTE II GRAN
SOLOLA,SAN LUCAS TOLIMAN,07-030,"COLEGIO ""INTEGRAL TOLIMAN""","""INTEGRAL TOLIMAN""",1A. Y 2A. CALLE DE LA 7A AVENIDA 1-71 ZONA 1,1A Y 2A CALLE DE LA SÉPTIMA AVENIDA 1 71 ZONA 1,77930645,77930645,77930645,07-13-2708-46,ABRAHAM ALBERTO COSIGUA MEJIA,CRUZ  MENDOZA YAXÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ,0.0,"SAN LUCAS TOLIMAN|""INTEGRAL TOLIMA|1A Y 2A CALL"
SOLOLA,SAN LUCAS TOLIMAN,07-022,"CENTRO EDUCATIVO PRIVADO ""SABIDURÍA"" CEPSA","""SABIDURIA"" CEPSA",COLONIA PAMPOJILA,COLONIA PAMPOJILA,48696881,48696881,48696881,07-13-0047-46,ANGEL ARMENIO LETONA GALINDO,ABEL  COROXÓN XALIX,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SOLOLÁ,0.0,"SAN LUCAS TOLIMAN|""SABIDURIA"" CEPS|COLONIA PAMP"
SOLOLA,SAN LUCAS TOLIMAN,07-022,INSTITUTO PRIVADO COMUNITARIO SABIDURIA,COMUNITARIO SABIDURIA,COMUNIDAD K AK  AK K ASLEN,COMUNIDAD K AK AK K ASLEN,48696881,48696881,48696881,07-13-3050-46,ANGEL ARMENIO LETONA GALINDO,ABEL  COROXÓN XALIX,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ,0.0,SAN LUCAS TOLIMAN|COMUNITARIO SABI|COMUNIDAD K 
SOLOLA,SAN LUCAS TOLIMAN,07-030,"ESCUELA NACIONAL DE CIENCIAS COMERCIALES ""CARLOTA RAPHAEL DE DIAZ""","DE CIENCIAS COMERCIALES ""CARLOTA RAPHAEL DE DIAZ""",5A. CALLE 5-65 ZONA 1,QUINTA CALLE 5 65 ZONA 1,77220200,77220200,77220200,07-13-0331-46,ABRAHAM ALBERTO COSIGUA MEJIA,MARÍA FRANCISCA JULAJUJ MEJÍA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ,0.0,SAN LUCAS TOLIMAN|DE CIENCIAS COME|QUINTA CALLE
SOLOLA,SAN LUCAS TOLIMAN,07-030,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,AVENIDA PAVAROTTI FINAL,AVENIDA PAVAROTTI FINAL,50181471,50181471,50181471,07-13-0016-46,ABRAHAM ALBERTO COSIGUA MEJIA,JORGE HUMBERTO VÉLIZ NAVICHOC,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ,0.0,SAN LUCAS TOLIMAN|DE EDUCACION DIV|AVENIDA PAVA
SOLOLA,SAN LUCAS TOLIMAN,07-030,INSTITUTO MIXTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA,DE EDUCACION DIVERSIFICADA,PARCELAMIENTO PAMPOJILÁ,PARCELAMIENTO PAMPOJILA,58900781,58900781,58900781,07-13-0046-46,ABRAHAM ALBERTO COSIGUA MEJIA,GERARDO  MORALES CUJ,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SOLOLÁ,0.0,SAN LUCAS TOLIMAN|DE EDUCACION DIV|PARCELAMIENT
SOLOLA,SAN LUCAS TOLIMAN,07-030,CENTRO DE ESTUDIOS AVANZADOS,DE ESTUDIOS AVANZADOS,3AV. 5-75 ZONA 1 CALZADA LA PAZ,3AVENIDA 5 75 ZONA 1 CALZADA LA PAZ,45125453,45125453,45125453,07-13-0027-46,ABRAHAM ALBERTO COSIGUA MEJIA,ESTEBAN  SANTIAGO GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA|VESPERTINA,DIARIO(REGULAR),SOLOLÁ,0.0,SAN LUCAS TOLIMAN|DE ESTUDIOS AVAN|3AVENIDA 5 7
SOLOLA,SAN LUCAS TOLIMAN,07-022,CENTRO EDUCATIVO PRIVADO SABIDURIA CEPSA,SABIDURIA CEPSA,COLONIA PAMPOJILA,COLONIA PAMPOJILA,48696881,48696881,48696881,07-13-0042-46,ANGEL ARMENIO LETONA GALINDO,ABEL  COROXÓN XALIX,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,DOMINICAL,SOLOLÁ,0.0,SAN LUCAS TOLIMAN|SABIDURIA CEPSA|COLONIA PAMP
SOLOLA,SAN LUCAS TOLIMAN,07-030,CENTRO EDUCATIVO SANTO DOMINGO,SANTO DOMINGO,5TA. CALLE 6-79 ZONA 1,QUINTA CALLE 6 79 ZONA 1,77220266,77220266,77220266,07-13-0037-46,ABRAHAM ALBERTO COSIGUA MEJIA,JORGE HUMBERTO VÉLIZ NAVICHOC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|NOCTURNA|VESPERTINA,DIARIO(REGULAR),SOLOLÁ,0.0,SAN LUCAS TOLIMAN|SANTO DOMINGO|QUINTA CALLE
SOLOLA,SAN LUCAS TOLIMAN,07-022,INSTITUTO EDUCATIVO TULAN,TULAN,PARCELAMIENTO PAMPOJILA,PARCELAMIENTO PAMPOJILA,,SIN_TELEFONO,,07-13-2799-46,ANGEL ARMENIO LETONA GALINDO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DOMINICAL,SOLOLÁ,11.76470588235294,SAN LUCAS TOLIMAN|TULAN|PARCELAMIENT
JALAPA,SAN LUIS JILOTEPEQUE,21-011,INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA,DE EDUCACION DIVERSIFICADA,BARRIO EL CENTRO,BARRIO EL CENTRO,79237519,79237519,79237519,21-03-1144-46,ALBA LUZ CRISTINA AGUSTIN MANUEL,TOMÁS RAMIRO LÓPEZ MATÍAS,DIVERSIFICADO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0.0,SAN LUIS JILOTEPEQUE|DE EDUCACION DIV|BARRIO EL CE
JALAPA,SAN LUIS JILOTEPEQUE,21-011,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,BARRIO EL LLANO,BARRIO EL LLANO,30441503,30441503,30441503,21-03-0010-46,ALBA LUZ CRISTINA AGUSTIN MANUEL,CIRIACO  DAMIÁN MÉNDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE|VESPERTINA,DIARIO(REGULAR),JALAPA,0.0,SAN LUIS JILOTEPEQUE|DE EDUCACION DIV|BARRIO EL LL
JALAPA,SAN LUIS JILOTEPEQUE,21-025,"CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- ""FUNDACIÓN DECA""","DE EDUCACION EXTRAESCOLAR CEEX ""FUNDACION DECA""",BARRIO SANTA CRUZ,BARRIO SANTA CRUZ,55787228,55787228,55787228,21-03-0036-46,ZOILA LIGIA ELIZABETH MARTINEZ GUZMAN DE CARIAS,BAUDINO ADIL CHINCHILLA PALMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,JALAPA,0.0,SAN LUIS JILOTEPEQUE|DE EDUCACION EXT|BARRIO SANTA
JALAPA,SAN LUIS JILOTEPEQUE,21-011,"COLEGIO DEL NIVEL MEDIO ""SUPERACION""","DEL NIVEL MEDIO ""SUPERACION""",BARRIO LOS IZOTES,BARRIO LOS IZOTES,30441503,30441503,30441503,21-03-0027-46,ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAÉL HUMBERTO JUÁREZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE|MATUTINA|SIN JORNADA,FIN DE SEMANA,JALAPA,0.0,SAN LUIS JILOTEPEQUE|DEL NIVEL MEDIO |BARRIO LOS I
JALAPA,SAN LUIS JILOTEPEQUE,21-011,"COLEGIO DEL NIVEL MEDIO ""SUPERACION""","DEL NIVEL MEDIO ""SUPERACION""",BARRRIO LOS IZOTES,BARRRIO LOS IZOTES,43521954,43521954,43521954,21-03-0029-46,ALBA LUZ CRISTINA AGUSTIN MANUEL,ISMAÉL HUMBERTO JUÁREZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JALAPA,0.0,SAN LUIS JILOTEPEQUE|DEL NIVEL MEDIO |BARRRIO LOS 
JALAPA,SAN LUIS JILOTEPEQUE,21-012,INSTITUTO MUNICIPAL DE EDUCACIÓN DIVERSIFICADA,MUNICIPAL DE EDUCACION DIVERSIFICADA,ALDEA EL CAMARÓN,ALDEA EL CAMARON,58845324,58845324,58845324,21-03-0032-46,NATIVIDAD DE JESUS GREGORIO MARTINEZ,LETICIA ESPERANZA LÓPEZ MÉNDEZ,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),JALAPA,0.0,SAN LUIS JILOTEPEQUE|MUNICIPAL DE EDU|ALDEA EL CAM
JALAPA,SAN LUIS JILOTEPEQUE,21-011,"COLEGIO PARTICULAR MIXTO ""LICEO SAN LUIS""","PARTICULAR ""LICEO SAN LUIS""",BARRIO EL CALVARIO,BARRIO EL CALVARIO,45258219,45258219,45258219,21-03-0026-46,ALBA LUZ CRISTINA AGUSTIN MANUEL,JACKELINE JOHANNA ESTEBAN MARTÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|MATUTINA|SIN JORNADA|VESPERTINA,DIARIO(REGULAR),JALAPA,0.0,"SAN LUIS JILOTEPEQUE|PARTICULAR ""LICE|BARRIO EL CA"
PETEN,SAN LUIS,17-016,"""INSTITUTO PRIVADO FUENTE DEL SABER""","""INSTITUTO FUENTE DEL SABER""",CABECERA MUNICIPAL,CABECERA MUNICIPAL,40379592,40379592,40379592,17-09-4156-46,OCTAVIO LONE GUERRA,ROSA MELITZA MOZCOSO VELA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,0.0,"SAN LUIS|""INSTITUTO FUENT|CABECERA MUN"
PETEN,SAN LUIS,17-016,"COLEGIO MIXTO PRIVADO ""SAN LUIS""","""SAN LUIS""",BARRIO VISTA HERMOSA,BARRIO VISTA HERMOSA,51784252,51784252,51784252,17-09-0011-46,OCTAVIO LONE GUERRA,EDI ALFREDO SALAZAR GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,0.0,"SAN LUIS|""SAN LUIS""|BARRIO VISTA"
PETEN,SAN LUIS,17-016,"LICEO COMERCIAL ""NUEVA ENSEÑANZA""","COMERCIAL ""NUEVA ENSENANZA""",BARRIO EL PARAISO,BARRIO EL PARAISO,79266780,79266780,79266780,17-09-0002-46,OCTAVIO LONE GUERRA,EDILSAR DE JESUS PAN BOL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,0.0,"SAN LUIS|COMERCIAL ""NUEVA|BARRIO EL PA"
PETEN,SAN LUIS,17-016,LICEO COMERCIAL NUEVA ENSEÑANZA,COMERCIAL NUEVA ENSENANZA,BARRIO EL PARAISO,BARRIO EL PARAISO,79266780,79266780,"79266780,79267780",17-09-0160-46,OCTAVIO LONE GUERRA,EDILSAR DE JESUS PAN BOL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA|VESPERTINA|SIN JORNADA,DIARIO(REGULAR),PETÉN,0.0,SAN LUIS|COMERCIAL NUEVA |BARRIO EL PA
PETEN,SAN LUIS,17-025,COLEGIO MIXTO CRISTIANO REY DE REYES,CRISTIANO REY DE REYES,CABECERA MUNICIPAL,CABECERA MUNICIPAL,,SIN_TELEFONO,,17-09-4146-46,FIDEL OMAR HERNÁNDEZ RAMÍREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,11.76470588235294,SAN LUIS|CRISTIANO REY DE|CABECERA MUN
PETEN,SAN LUIS,17-017,"INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL -IMEBI- ""LA BALSA""","DE EDUCACION BILINGUE INTERCULTURAL IMEBI ""LA BALSA""",ALDEA LA BALSA,ALDEA LA BALSA,47785393,47785393,47785393,17-09-0163-46,RENE XUC PACHAM,EMELDINA GASPAR HERNANDEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,BILINGUE,DOBLE,FIN DE SEMANA,PETÉN,0.0,SAN LUIS|DE EDUCACION BIL|ALDEA LA BAL
PETEN,SAN LUIS,17-031,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL-IMEBI-,DE EDUCACION BILINGUE INTERCULTURAL IMEBI,ALDEA  TZUNCAL,ALDEA TZUNCAL,57421363,57421363,57421363,17-09-0300-46,GREGORIO ARGUETA SAMAYOA,MARIANO  CHOLOM CUCUL,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,0.0,SAN LUIS|DE EDUCACION BIL|ALDEA TZUNCA
PETEN,SAN LUIS,17-015,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,ALDEA CHACTE,ALDEA CHACTE,38289379,38289379,38289379,17-09-0122-46,DAMIAN AC CAHUEC,FRANCISCO  CUZ CAAL,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,0.0,SAN LUIS|DE EDUCACION DIV|ALDEA CHACTE
PETEN,SAN LUIS,17-025,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,DE EDUCACION DIVERSIFICADA,BARRIO EL CRUCERO,BARRIO EL CRUCERO,,SIN_TELEFONO,,17-09-0121-46,FIDEL OMAR HERNÁNDEZ RAMÍREZ,---,DIVERSIFICADO,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,5.88235294117647,SAN LUIS|DE EDUCACION DIV|BARRIO EL CR
PETEN,SAN LUIS,17-025,ESCUELA DE EDUCACION INTEGRAL,DE EDUCACION INTEGRAL,BARRIO EL CRUCE,BARRIO EL CRUCE,,SIN_TELEFONO,,17-09-0150-46,FIDEL OMAR HERNÁNDEZ RAMÍREZ,ANGELICA DE MARIA PALENCIA SAMAYOA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE|MATUTINA|VESPERTINA,DIARIO(REGULAR),PETÉN,5.88235294117647,SAN LUIS|DE EDUCACION INT|BARRIO EL CR
PETEN,SAN LUIS,17-010,INSTITUTO DIVERSIFICADO POR COOPERATIVA ITZAMNA,DIVERSIFICADO ITZAMNA,ALDEA CHINCHILA,ALDEA CHINCHILA,46449918,46449918,46449918,17-09-0144-46,EDWIN HUMBERTO MONTERO ALDANA,GLADIS ESTELA CORTÉZ GARCÍA,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,0.0,SAN LUIS|DIVERSIFICADO IT|ALDEA CHINCH
PETEN,SAN LUIS,17-010,INSTITUTO DIVERSIFICADO POR COOPERATIVA,DIVERSIFICADO,ALDEA CHINCHILA,ALDEA CHINCHILA,30779277,30779277,30779277,17-09-3863-46,EDWIN HUMBERTO MONTERO ALDANA,RENÉ  XUC PACHAM,DIVERSIFICADO,COOPERATIVA,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,0.0,SAN LUIS|DIVERSIFICADO|ALDEA CHINCH
PETEN,SAN LUIS,17-025,COLEGIO MIXTO PRIVADO EBEN EZER,EBEN EZER,CASERIO CAIN,CASERIO CAIN,,SIN_TELEFONO,,17-09-0155-46,FIDEL OMAR HERNÁNDEZ RAMÍREZ,JOSE CURIALES BARRERA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE|VESPERTINA,DIARIO(REGULAR),PETÉN,5.88235294117647,SAN LUIS|EBEN EZER|CASERIO CAIN
PETEN,SAN LUIS,17-017,"COLEGIO MIXTO PRIVADO EL HORIZONTE ""COMPEH""","EL HORIZONTE ""COMPEH""",BARRIO EL HORIZONTE ALDEA MACHAQUILAITO,BARRIO EL HORIZONTE ALDEA MACHAQUILAITO,49885420,49885420,49885420,17-09-0317-46,RENE XUC PACHAM,ELÍAS  BOLÓN TUX,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE|VESPERTINA,DIARIO(REGULAR),PETÉN,0.0,"SAN LUIS|EL HORIZONTE ""CO|BARRIO EL HO"
PETEN,SAN LUIS,17-017,COLEGIO  MIXTO PRIVADO EL HORIZONTE  COMPEH,EL HORIZONTE COMPEH,BARRIO EL HORIZONTE ALDEA MACHAQUILAITO,BARRIO EL HORIZONTE ALDEA MACHAQUILAITO,49885420,49885420,49885420,17-09-0318-46,RENE XUC PACHAM,ELÍAS  BOLÓN TUX,DIVERSIFICADO,PRIVADO,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE|SIN JORNADA,FIN DE SEMANA,PETÉN,0.0,SAN LUIS|EL HORIZONTE COM|BARRIO EL HO
PETEN,SAN LUIS,17-016,INSTITUTO PRIVADO FUENTE DEL SABER,FUENTE DEL SABER,BARRIO TIKAJAL,BARRIO TIKAJAL,40379492,40379492,"40379492,40379592",17-09-0329-46,OCTAVIO LONE GUERRA,ROSA MELITZA MOZCOSO VELA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE|SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN,0.0,SAN LUIS|FUENTE DEL SABER|BARRIO TIKAJ
PETEN,SAN LUIS,17-016,INSTITUTO PRIVADO FUENTE DEL SABER,FUENTE DEL SABER,CABECERA MUNICIPAL,CABECERA MUNICIPAL,40379592,40379592,40379592,17-09-0005-46,OCTAVIO LONE GUERRA,ROSA MELITZA MOZCOSO VELA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,0.0,SAN LUIS|FUENTE DEL SABER|CABECERA MUN
PETEN,SAN LUIS,17-016,CENTRO EDUCATIVO MAYA ASUNCIÓN,MAYA ASUNCION,CABECERA MUNICIPAL,CABECERA MUNICIPAL,40475589,40475589,40475589,17-09-4145-46,OCTAVIO LONE GUERRA,ALICIA MARÍA PRIVADO CATALÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),PETÉN,0.0,SAN LUIS|MAYA ASUNCION|CABECERA MUN
PETEN,SAN LUIS,17-025,COLEGIO NA LEB,NA LEB,CABECERA MUNICIPAL,CABECERA MUNICIPAL,,SIN_TELEFONO,,17-09-4152-46,FIDEL OMAR HERNÁNDEZ RAMÍREZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,11.76470588235294,SAN LUIS|NA LEB|CABECERA MUN
PETEN,SAN LUIS,,ESCUELA PRIVADA DE CIENCIAS COMERCIALES,PRIVADA DE CIENCIAS COMERCIALES,,,,SIN_TELEFONO,,17-09-1105-46,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),PETÉN,29.411764705882355,SAN LUIS|PRIVADA DE CIENC|
PETEN,SAN LUIS,17-016,COLEGIO MIXTO PRIVADO SAN LUIS POR MADUREZ,SAN LUIS MADUREZ,SAN LUIS SAN LUIS,SAN LUIS SAN LUIS,42772186,42772186,42772186,17-09-3726-46,OCTAVIO LONE GUERRA,AIDA ARELY SALAZAR BERNAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,PETÉN,0.0,SAN LUIS|SAN LUIS MADUREZ|SAN LUIS SAN
PETEN,SAN LUIS,17-016,COLEGIO MIXTO PRIVADO SAN LUIS,SAN LUIS,BARRIO VISTA HERMOSA,BARRIO VISTA HERMOSA,42772186,42772186,42772186,17-09-0327-46,OCTAVIO LONE GUERRA,AIDA ARELY SALAZAR BERNAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),PETÉN,0.0,SAN LUIS|SAN LUIS|BARRIO VISTA
PETEN,SAN LUIS,17-016,COLEGIO MIXTO PRIVADO  SAN LUIS,SAN LUIS,SAN LUIS,SAN LUIS,79266656,79266656,79266656,17-09-2452-46,OCTAVIO LONE GUERRA,AIDA ARELY SALAZAR BERNAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),PETÉN,0.0,SAN LUIS|SAN LUIS|SAN LUIS
